SMILES,template
O=C(C(F)(F)F)/C=C/C#CC1=CC=CC=C1,"[C,c:1]-[#6]1:[#6](:[#7](:[#6](:[#6]:1-[H])-[H])-[H])-[H].[C,c:2]/[#6](=[#6](/[#6](-[#6](-[#9])(-[#9])-[#9])=[#8])-[H])-[H]>>[C,c:2]/[#6]=[#6]/[#6]1(-[#6](-[#9])(-[#9])-[#9])-[#6]=[#7]-[#6]-[#6](-[C,c:1])=[#6]-1"
O=C(C(F)(F)F)/C=C/C=C/C1=CC=CC=C1,"[C,c:1]-[#6]1:[#6](:[#7](:[#6](:[#6]:1-[H])-[H])-[H])-[H].[C,c:2]/[#6](=[#6](/[#6](-[#6](-[#9])(-[#9])-[#9])=[#8])-[H])-[H]>>[C,c:2]/[#6]=[#6]/[#6]1(-[#6](-[#9])(-[#9])-[#9])-[#6]=[#7]-[#6]-[#6](-[C,c:1])=[#6]-1"
O=C(C(F)(F)F)/C=C/C(C)=C\C(OCC)=O,"[C,c:1]-[#6]1:[#6](:[#7](:[#6](:[#6]:1-[H])-[H])-[H])-[H].[C,c:2]/[#6](=[#6](/[#6](-[#6](-[#9])(-[#9])-[#9])=[#8])-[H])-[H]>>[C,c:2]/[#6]=[#6]/[#6]1(-[#6](-[#9])(-[#9])-[#9])-[#6]=[#7]-[#6]-[#6](-[C,c:1])=[#6]-1"
BrC(Br)F,[*:2]-[#6]1:[#6](-[*:1]):[#7](:[#6]2:[#6](-[*:6]):[#6](-[*:5]):[#6](-[*:4]):[#6](-[*:3]):[#6]:1:2)-[H].[#35]-[#6](-[#35])(-[*:7])-[H]>>[*:3]-[#6]1:[#6]2:[#6](:[#7]:[#6](-[*:1]):[#6](-[*:7]):[#6]:2-[*:2]):[#6](-[*:6]):[#6](-[*:5]):[#6]:1-[*:4]
BrC(Br)Br,[*:2]-[#6]1:[#6](-[*:1]):[#7](:[#6]2:[#6](-[*:6]):[#6](-[*:5]):[#6](-[*:4]):[#6](-[*:3]):[#6]:1:2)-[H].[#35]-[#6](-[#35])(-[*:7])-[H]>>[*:3]-[#6]1:[#6]2:[#6](:[#7]:[#6](-[*:1]):[#6](-[*:7]):[#6]:2-[*:2]):[#6](-[*:6]):[#6](-[*:5]):[#6]:1-[*:4]
BrC(Br)Cl,[*:2]-[#6]1:[#6](-[*:1]):[#7](:[#6]2:[#6](-[*:6]):[#6](-[*:5]):[#6](-[*:4]):[#6](-[*:3]):[#6]:1:2)-[H].[#35]-[#6](-[#35])(-[*:7])-[H]>>[*:3]-[#6]1:[#6]2:[#6](:[#7]:[#6](-[*:1]):[#6](-[*:7]):[#6]:2-[*:2]):[#6](-[*:6]):[#6](-[*:5]):[#6]:1-[*:4]
BrC(Br)C1=CC=CC=C1,[*:2]-[#6]1:[#6](-[*:1]):[#7](:[#6]2:[#6](-[*:6]):[#6](-[*:5]):[#6](-[*:4]):[#6](-[*:3]):[#6]:1:2)-[H].[#35]-[#6](-[#35])(-[*:7])-[H]>>[*:3]-[#6]1:[#6]2:[#6](:[#7]:[#6](-[*:1]):[#6](-[*:7]):[#6]:2-[*:2]):[#6](-[*:6]):[#6](-[*:5]):[#6]:1-[*:4]
BrC(Br)C1=CC(C=CC=C2)=C2C=C1,[*:2]-[#6]1:[#6](-[*:1]):[#7](:[#6]2:[#6](-[*:6]):[#6](-[*:5]):[#6](-[*:4]):[#6](-[*:3]):[#6]:1:2)-[H].[#35]-[#6](-[#35])(-[*:7])-[H]>>[*:3]-[#6]1:[#6]2:[#6](:[#7]:[#6](-[*:1]):[#6](-[*:7]):[#6]:2-[*:2]):[#6](-[*:6]):[#6](-[*:5]):[#6]:1-[*:4]
BrC(Br)C,[*:2]-[#6]1:[#6](-[*:1]):[#7](:[#6]2:[#6](-[*:6]):[#6](-[*:5]):[#6](-[*:4]):[#6](-[*:3]):[#6]:1:2)-[H].[#35]-[#6](-[#35])(-[*:7])-[H]>>[*:3]-[#6]1:[#6]2:[#6](:[#7]:[#6](-[*:1]):[#6](-[*:7]):[#6]:2-[*:2]):[#6](-[*:6]):[#6](-[*:5]):[#6]:1-[*:4]
BrC(Br)C#N,[*:2]-[#6]1:[#6](-[*:1]):[#7](:[#6]2:[#6](-[*:6]):[#6](-[*:5]):[#6](-[*:4]):[#6](-[*:3]):[#6]:1:2)-[H].[#35]-[#6](-[#35])(-[*:7])-[H]>>[*:3]-[#6]1:[#6]2:[#6](:[#7]:[#6](-[*:1]):[#6](-[*:7]):[#6]:2-[*:2]):[#6](-[*:6]):[#6](-[*:5]):[#6]:1-[*:4]
N/N=C(C1=CC=C(C)C=C1)/C(F)(F)F,[*:1]-[#6]1:[#6](:[#6](:[#6]2:[#7&H1](:[#6](:[#6](:[#6]:2:[#6]:1-[H])-[H])-[H])-[H])-[H])-[H].[#7](/[#7]=[#6](\[*:2])-[#6](-[#9])(-[#9])-[#9])(-[H])-[H]>>[*:2]-[#6]1(-[#6](-[#9])(-[#9])-[#9])-[#6](-[#6]2:[#6](:[#6](-[*:1]):[#6](:[#6](:[#6]:2-[#7]=[#6]-1-[H])-[H])-[H])-[H])(-[H])-[H]
N/N=C(C1=CC=C(Cl)C=C1)/C(F)(F)F,[*:1]-[#6]1:[#6](:[#6](:[#6]2:[#7&H1](:[#6](:[#6](:[#6]:2:[#6]:1-[H])-[H])-[H])-[H])-[H])-[H].[#7](/[#7]=[#6](\[*:2])-[#6](-[#9])(-[#9])-[#9])(-[H])-[H]>>[*:2]-[#6]1(-[#6](-[#9])(-[#9])-[#9])-[#6](-[#6]2:[#6](:[#6](-[*:1]):[#6](:[#6](:[#6]:2-[#7]=[#6]-1-[H])-[H])-[H])-[H])(-[H])-[H]
N/N=C(C1=CC=C(Br)C=C1)/C(F)(F)F,[*:1]-[#6]1:[#6](:[#6](:[#6]2:[#7&H1](:[#6](:[#6](:[#6]:2:[#6]:1-[H])-[H])-[H])-[H])-[H])-[H].[#7](/[#7]=[#6](\[*:2])-[#6](-[#9])(-[#9])-[#9])(-[H])-[H]>>[*:2]-[#6]1(-[#6](-[#9])(-[#9])-[#9])-[#6](-[#6]2:[#6](:[#6](-[*:1]):[#6](:[#6](:[#6]:2-[#7]=[#6]-1-[H])-[H])-[H])-[H])(-[H])-[H]
N/N=C(C1=CC=C(I)C=C1)/C(F)(F)F,[*:1]-[#6]1:[#6](:[#6](:[#6]2:[#7&H1](:[#6](:[#6](:[#6]:2:[#6]:1-[H])-[H])-[H])-[H])-[H])-[H].[#7](/[#7]=[#6](\[*:2])-[#6](-[#9])(-[#9])-[#9])(-[H])-[H]>>[*:2]-[#6]1(-[#6](-[#9])(-[#9])-[#9])-[#6](-[#6]2:[#6](:[#6](-[*:1]):[#6](:[#6](:[#6]:2-[#7]=[#6]-1-[H])-[H])-[H])-[H])(-[H])-[H]
N/N=C(C1=COC=C1)/C(F)(F)F,[*:1]-[#6]1:[#6](:[#6](:[#6]2:[#7&H1](:[#6](:[#6](:[#6]:2:[#6]:1-[H])-[H])-[H])-[H])-[H])-[H].[#7](/[#7]=[#6](\[*:2])-[#6](-[#9])(-[#9])-[#9])(-[H])-[H]>>[*:2]-[#6]1(-[#6](-[#9])(-[#9])-[#9])-[#6](-[#6]2:[#6](:[#6](-[*:1]):[#6](:[#6](:[#6]:2-[#7]=[#6]-1-[H])-[H])-[H])-[H])(-[H])-[H]
C=C(CO1)COC1=O,[#8]=[#6](-[#6]12-[#6](-[#6]-1(-[#6]-2(-[H])-[H])-[H])(-[H])-[H])-[*:1].[#8]=[#6]1-[#8]-[#6](-[#6](-[#6](-[#8]-1)(-[H])-[H])=[#6](-[*:2])-[H])(-[H])-[H]>>[#8]=[#6](-[#6]12-[#6]-[#6](-[#6]-1)-[#8]-[#6]/[#6](-[#6]-2)=[#6]\\[*:2])-[*:1]
O=C(OC/1)OCC1=C/C2=CC=CC=C2,[#8]=[#6](-[#6]12-[#6](-[#6]-1(-[#6]-2(-[H])-[H])-[H])(-[H])-[H])-[*:1].[#8]=[#6]1-[#8]-[#6](-[#6](-[#6](-[#8]-1)(-[H])-[H])=[#6](-[*:2])-[H])(-[H])-[H]>>[#8]=[#6](-[#6]12-[#6]-[#6](-[#6]-1)-[#8]-[#6]/[#6](-[#6]-2)=[#6]\\[*:2])-[*:1]
O=C(OC/1)OCC1=C/C2=CC=CS2,[#8]=[#6](-[#6]12-[#6](-[#6]-1(-[#6]-2(-[H])-[H])-[H])(-[H])-[H])-[*:1].[#8]=[#6]1-[#8]-[#6](-[#6](-[#6](-[#8]-1)(-[H])-[H])=[#6](-[*:2])-[H])(-[H])-[H]>>[#8]=[#6](-[#6]12-[#6]-[#6](-[#6]-1)-[#8]-[#6]/[#6](-[#6]-2)=[#6]\\[*:2])-[*:1]
O=C(OC/1)OCC1=C/C2CCCCC2,[#8]=[#6](-[#6]12-[#6](-[#6]-1(-[#6]-2(-[H])-[H])-[H])(-[H])-[H])-[*:1].[#8]=[#6]1-[#8]-[#6](-[#6](-[#6](-[#8]-1)(-[H])-[H])=[#6](-[*:2])-[H])(-[H])-[H]>>[#8]=[#6](-[#6]12-[#6]-[#6](-[#6]-1)-[#8]-[#6]/[#6](-[#6]-2)=[#6]\\[*:2])-[*:1]
F/C(F)=C(C1=CC=C(C)C=C1)\CC(C(OC)=O)C(OC)=O,[#8]=[#6](-[#8]-[*:1])-[#6]12-[#6](-[#6]-1(-[H])-[H])(-[a:2])-[#6]-2(-[H])-[H].[#9]-[#6](-[#9])=[#6](-[a:3])-[#6](-[#6](-[#6](-[#8]-[*:4])=[#8])(-[#6](-[#8]-[*:5])=[#8])-[H])(-[H])-[H]>>[#9]-[#6]1=[#6](-[a:3])-[#6](-[#6](-[#6](-[#8]-[*:4])=[#8])(-[#6](-[#8]-[*:5])=[#8])-[#6]2(-[#6](-[#8]-[*:1])=[#8])-[#6](-[#6]-1(-[#6]-2(-[H])-[H])-[a:2])(-[H])-[H])(-[H])-[H]
F/C(F)=C(C1=CC=C(OC)C=C1)\CC(C(OC)=O)C(OC)=O,[#8]=[#6](-[#8]-[*:1])-[#6]12-[#6](-[#6]-1(-[H])-[H])(-[a:2])-[#6]-2(-[H])-[H].[#9]-[#6](-[#9])=[#6](-[a:3])-[#6](-[#6](-[#6](-[#8]-[*:4])=[#8])(-[#6](-[#8]-[*:5])=[#8])-[H])(-[H])-[H]>>[#9]-[#6]1=[#6](-[a:3])-[#6](-[#6](-[#6](-[#8]-[*:4])=[#8])(-[#6](-[#8]-[*:5])=[#8])-[#6]2(-[#6](-[#8]-[*:1])=[#8])-[#6](-[#6]-1(-[#6]-2(-[H])-[H])-[a:2])(-[H])-[H])(-[H])-[H]
F/C(F)=C(C1=CC=C(Cl)C=C1)\CC(C(OC)=O)C(OC)=O,[#8]=[#6](-[#8]-[*:1])-[#6]12-[#6](-[#6]-1(-[H])-[H])(-[a:2])-[#6]-2(-[H])-[H].[#9]-[#6](-[#9])=[#6](-[a:3])-[#6](-[#6](-[#6](-[#8]-[*:4])=[#8])(-[#6](-[#8]-[*:5])=[#8])-[H])(-[H])-[H]>>[#9]-[#6]1=[#6](-[a:3])-[#6](-[#6](-[#6](-[#8]-[*:4])=[#8])(-[#6](-[#8]-[*:5])=[#8])-[#6]2(-[#6](-[#8]-[*:1])=[#8])-[#6](-[#6]-1(-[#6]-2(-[H])-[H])-[a:2])(-[H])-[H])(-[H])-[H]
F/C(F)=C(C1=CC=C(C(F)(F)F)C=C1)\CC(C(OC)=O)C(OC)=O,[#8]=[#6](-[#8]-[*:1])-[#6]12-[#6](-[#6]-1(-[H])-[H])(-[a:2])-[#6]-2(-[H])-[H].[#9]-[#6](-[#9])=[#6](-[a:3])-[#6](-[#6](-[#6](-[#8]-[*:4])=[#8])(-[#6](-[#8]-[*:5])=[#8])-[H])(-[H])-[H]>>[#9]-[#6]1=[#6](-[a:3])-[#6](-[#6](-[#6](-[#8]-[*:4])=[#8])(-[#6](-[#8]-[*:5])=[#8])-[#6]2(-[#6](-[#8]-[*:1])=[#8])-[#6](-[#6]-1(-[#6]-2(-[H])-[H])-[a:2])(-[H])-[H])(-[H])-[H]
O=C(C1=CC=C(C(F)(F)F)C=C1)[N-][N+]2=CC=C3C(C=CC=C3)=C2,[#8]=[#6](-[#8]-[*:1])-[#6]12-[#6](-[#6]-1(-[H])-[H])(-[a:2])-[#6]-2(-[H])-[H].[#9]-[#6](-[#9])=[#6](-[a:3])-[#6](-[#6](-[#6](-[#8]-[*:4])=[#8])(-[#6](-[#8]-[*:5])=[#8])-[H])(-[H])-[H]>>[#9]-[#6]1=[#6](-[a:3])-[#6](-[#6](-[#6](-[#8]-[*:4])=[#8])(-[#6](-[#8]-[*:5])=[#8])-[#6]2(-[#6](-[#8]-[*:1])=[#8])-[#6](-[#6]-1(-[#6]-2(-[H])-[H])-[a:2])(-[H])-[H])(-[H])-[H]
O=C(C1=CC=C(C(F)(F)F)C=C1)[N-][N+]2=CC=C3C(C=CC=C3OC)=C2,[#8]=[#6](-[#8]-[*:1])-[#6]12-[#6](-[#6]-1(-[H])-[H])(-[a:2])-[#6]-2(-[H])-[H].[#9]-[#6](-[#9])=[#6](-[a:3])-[#6](-[#6](-[#6](-[#8]-[*:4])=[#8])(-[#6](-[#8]-[*:5])=[#8])-[H])(-[H])-[H]>>[#9]-[#6]1=[#6](-[a:3])-[#6](-[#6](-[#6](-[#8]-[*:4])=[#8])(-[#6](-[#8]-[*:5])=[#8])-[#6]2(-[#6](-[#8]-[*:1])=[#8])-[#6](-[#6]-1(-[#6]-2(-[H])-[H])-[a:2])(-[H])-[H])(-[H])-[H]
C=C(N=[N+]=[N-])C1=CC=CC=C1,[#8]=[#6](-[a:1])-[#6]12-[#6](-[#6]-1(-[H])-[H])(-[a:2])-[#6]-2(-[H])-[H].C(=C(N=[N&+]=[N&-])[a:3])(-[H])-[H]>>[#8]=[#6](-[a:1])-[#6]12-[#6](-[#6](-[#6]-1(-[H])-[H])(-[a:2])-[#6](-[#6](-[a:3])=[#7]-2)(-[H])-[H])(-[H])-[H]
C=C(N=[N+]=[N-])C1=CC=C(C)C=C1,[#8]=[#6](-[a:1])-[#6]12-[#6](-[#6]-1(-[H])-[H])(-[a:2])-[#6]-2(-[H])-[H].C(=C(N=[N&+]=[N&-])[a:3])(-[H])-[H]>>[#8]=[#6](-[a:1])-[#6]12-[#6](-[#6](-[#6]-1(-[H])-[H])(-[a:2])-[#6](-[#6](-[a:3])=[#7]-2)(-[H])-[H])(-[H])-[H]
C=C(N=[N+]=[N-])C1=CC=C(OC)C=C1,[#8]=[#6](-[a:1])-[#6]12-[#6](-[#6]-1(-[H])-[H])(-[a:2])-[#6]-2(-[H])-[H].C(=C(N=[N&+]=[N&-])[a:3])(-[H])-[H]>>[#8]=[#6](-[a:1])-[#6]12-[#6](-[#6](-[#6]-1(-[H])-[H])(-[a:2])-[#6](-[#6](-[a:3])=[#7]-2)(-[H])-[H])(-[H])-[H]
C=C(N=[N+]=[N-])C1=CC=C(F)C=C1,[#8]=[#6](-[a:1])-[#6]12-[#6](-[#6]-1(-[H])-[H])(-[a:2])-[#6]-2(-[H])-[H].C(=C(N=[N&+]=[N&-])[a:3])(-[H])-[H]>>[#8]=[#6](-[a:1])-[#6]12-[#6](-[#6](-[#6]-1(-[H])-[H])(-[a:2])-[#6](-[#6](-[a:3])=[#7]-2)(-[H])-[H])(-[H])-[H]
C=C(N=[N+]=[N-])C1=CC=C(Cl)C=C1,[#8]=[#6](-[a:1])-[#6]12-[#6](-[#6]-1(-[H])-[H])(-[a:2])-[#6]-2(-[H])-[H].C(=C(N=[N&+]=[N&-])[a:3])(-[H])-[H]>>[#8]=[#6](-[a:1])-[#6]12-[#6](-[#6](-[#6]-1(-[H])-[H])(-[a:2])-[#6](-[#6](-[a:3])=[#7]-2)(-[H])-[H])(-[H])-[H]
C=C(N=[N+]=[N-])C1=CC=C(Br)C=C1,[#8]=[#6](-[a:1])-[#6]12-[#6](-[#6]-1(-[H])-[H])(-[a:2])-[#6]-2(-[H])-[H].C(=C(N=[N&+]=[N&-])[a:3])(-[H])-[H]>>[#8]=[#6](-[a:1])-[#6]12-[#6](-[#6](-[#6]-1(-[H])-[H])(-[a:2])-[#6](-[#6](-[a:3])=[#7]-2)(-[H])-[H])(-[H])-[H]
C=C(N=[N+]=[N-])C1=CC=CS1,[#8]=[#6](-[a:1])-[#6]12-[#6](-[#6]-1(-[H])-[H])(-[a:2])-[#6]-2(-[H])-[H].C(=C(N=[N&+]=[N&-])[a:3])(-[H])-[H]>>[#8]=[#6](-[a:1])-[#6]12-[#6](-[#6](-[#6]-1(-[H])-[H])(-[a:2])-[#6](-[#6](-[a:3])=[#7]-2)(-[H])-[H])(-[H])-[H]
C=CC1(C2=CC=CC=C2)OC1,[#8]=[#6](-[a:1])-[#6]12-[#6](-[#6]-1(-[H])-[H])(-[#6]-2(-[H])-[H])-[H].[#6](=[#6](-[#6]1(-[a:2])-[#8]-[#6]-1(-[H])-[H])-[H])(-[H])-[H]>>[#6]=[#6]-[#6]1(-[a:2])-[#6]2(-[#6](-[a:1])=[#8])-[#6]-[#6](-[#6]-2)-[#8]-[#6]-1
C=CC1(C2=CC=C(Cl)C=C2)OC1,[#8]=[#6](-[a:1])-[#6]12-[#6](-[#6]-1(-[H])-[H])(-[#6]-2(-[H])-[H])-[H].[#6](=[#6](-[#6]1(-[a:2])-[#8]-[#6]-1(-[H])-[H])-[H])(-[H])-[H]>>[#6]=[#6]-[#6]1(-[a:2])-[#6]2(-[#6](-[a:1])=[#8])-[#6]-[#6](-[#6]-2)-[#8]-[#6]-1
C=CC1(C2=CC=C(Br)C=C2)OC1,[#8]=[#6](-[a:1])-[#6]12-[#6](-[#6]-1(-[H])-[H])(-[#6]-2(-[H])-[H])-[H].[#6](=[#6](-[#6]1(-[a:2])-[#8]-[#6]-1(-[H])-[H])-[H])(-[H])-[H]>>[#6]=[#6]-[#6]1(-[a:2])-[#6]2(-[#6](-[a:1])=[#8])-[#6]-[#6](-[#6]-2)-[#8]-[#6]-1
C=CC1(C2=CC=C(F)C=C2)OC1,[#8]=[#6](-[a:1])-[#6]12-[#6](-[#6]-1(-[H])-[H])(-[#6]-2(-[H])-[H])-[H].[#6](=[#6](-[#6]1(-[a:2])-[#8]-[#6]-1(-[H])-[H])-[H])(-[H])-[H]>>[#6]=[#6]-[#6]1(-[a:2])-[#6]2(-[#6](-[a:1])=[#8])-[#6]-[#6](-[#6]-2)-[#8]-[#6]-1
C=CC1(C2=CC=C(C(F)(F)F)C=C2)OC1,[#8]=[#6](-[a:1])-[#6]12-[#6](-[#6]-1(-[H])-[H])(-[#6]-2(-[H])-[H])-[H].[#6](=[#6](-[#6]1(-[a:2])-[#8]-[#6]-1(-[H])-[H])-[H])(-[H])-[H]>>[#6]=[#6]-[#6]1(-[a:2])-[#6]2(-[#6](-[a:1])=[#8])-[#6]-[#6](-[#6]-2)-[#8]-[#6]-1
C=CC1(C2=CC=C(C)C=C2)OC1,[#8]=[#6](-[a:1])-[#6]12-[#6](-[#6]-1(-[H])-[H])(-[#6]-2(-[H])-[H])-[H].[#6](=[#6](-[#6]1(-[a:2])-[#8]-[#6]-1(-[H])-[H])-[H])(-[H])-[H]>>[#6]=[#6]-[#6]1(-[a:2])-[#6]2(-[#6](-[a:1])=[#8])-[#6]-[#6](-[#6]-2)-[#8]-[#6]-1
C=CC1(C2=CC(C=CC=C3)=C3C=C2)OC1,[#8]=[#6](-[a:1])-[#6]12-[#6](-[#6]-1(-[H])-[H])(-[#6]-2(-[H])-[H])-[H].[#6](=[#6](-[#6]1(-[a:2])-[#8]-[#6]-1(-[H])-[H])-[H])(-[H])-[H]>>[#6]=[#6]-[#6]1(-[a:2])-[#6]2(-[#6](-[a:1])=[#8])-[#6]-[#6](-[#6]-2)-[#8]-[#6]-1
